id,Name,Adress,Name_of_the_Street,same_as_wikidata_Name_of_the_street,Type_of_road,URL,Only_for_Subs,Total_Parking_Spots,PRM_Spots,Electric_Spots,Bicycle_Spots,Maximum_Height,CoordenadaX,CoordenadaY,Tarif_1h,Tarif_2h,Tarif_3h,Tarif_4h,Tarif_24h,District,same_as_wikidata_District,Phone,Elevator,MonthlySubCar,AnnualSubCar,MonthlySubPRM,AnnualSubPRM,MothlySubElectric,AnnualSubElectric,MonthlySubMoto,AnnualSubMoto,MonthlySubBicl,Tarif_15mn Moto,Tarif_30mn Moto,Tarif_24h Moto
75108-P-014,SAINT AUGUSTIN,"18 rue de laborde, 75008, Paris",rue de Laborde,https://wikidata.org/entity/Q3450794,street,https://www.saemes.fr/fr/parking/parking-bergson,False,901,1,1,20,190,232.032.135,4.887.574.961,4.6,9.2,13.8,18.4,41.4,8,https://wikidata.org/entity/Q270230,144826800,False,293,2930,146,1460,205.1,2051,102,1020,12,0.4,0.8,14.4
75105-P-084,MAUBERT COLLEGE DES BERNARDINS,"39 ter boulevard saint germain, 75005, Paris",boulevard Saint-Germain,https://wikidata.org/entity/Q533037,boulevard,https://www.saemes.fr/fr/parking/parking-maubert-college-des-bernardins,False,607,12,2,12,185,235.091.141,4.884.949.201,4.5,9,13.5,18,40.5,5,https://wikidata.org/entity/Q238723,143269701,True,235,2350,117.5,1175,117.5,1175,82.2,822.5,18,0.4,0.8,13.95
75108-P-054,FRANCOIS 1ER,"17 quater rue francois 1er, 75008, Paris",rue François-Ier,https://wikidata.org/entity/Q3447973,street,https://www.interparking-france.com/fr-FR/find-parking/ParcFrancois1er/,False,550,13,7,15,190,230.564.778,4.886.736.859,4.3,8.6,12.9,17.2,38.7,8,https://wikidata.org/entity/Q270230,147234145,True,300,3000,150,1500,150,1500,105,1050,10,0.4,0.8,13.5
75108-P-031,HAUSSMANN BERRI,"163 ter boulevard haussmann, 75008, Paris",boulevard Haussmann,https://wikidata.org/entity/Q895076,boulevard,https://www.saemes.fr/fr/parking/parking-haussmann-berri,False,1704,20,50,60,190,230.862.835,4.887.491.094,4.4,8.8,13.2,17.6,39.6,8,https://wikidata.org/entity/Q270230,145639462,False,257,2570,128,1280,128,1280,89,899.5,12,0.4,0.8,13.5
75106-P-057,SAINT SULPICE,"8 m place saint sulpice, 75006, Paris",place Saint-Sulpice,https://wikidata.org/entity/Q2735858,place,https://fr.parkindigo.com/parking/paris-75006/saint-sulpice-75060200,False,369,10,6,0,190,233.355.769,4.885.118.161,5.4,10.8,16.2,21.6,48.6,6,https://wikidata.org/entity/Q245546,143254557,True,362,3764,-1,-1,-1,-1,137,1425,-1,-1,-1,-1
75104-P-010,LUTECE,"1 ter boulevard du palais, 75004, Paris",boulevard du Palais,https://wikidata.org/entity/Q2922067,boulevard,https://fr.parkindigo.com/parking/paris-75004/lutece-75040700,False,326,0,0,0,190,234.612.474,4.885.543.438,4,8,12,16,36,4,https://wikidata.org/entity/Q230127,140469561,False,273,2839,136,1419,136,1419,95,993,10,0.35,0.7,12.6
75101-P-104,CROIX DES PETITS CHAMPS,"14 rue croix des petits champs, 75001, Paris",rue Croix-des-Petits-Champs,https://wikidata.org/entity/Q3447566,street,https://fr.parkindigo.com/parking/paris-75001/croix-des-petits-champs-75010400,False,428,7,0,0,190,233.961.047,4.886.307.153,5,10,15,20,45,1,https://wikidata.org/entity/Q161741,147039221,True,416,4326,208,2163,208,2163,145,1514,10,0.45,0.9,15.75
75107-P-071,GOURAUD,"5 avenue emile pouvillon, 75007, Paris",avenue Émile-Pouvillon,https://wikidata.org/entity/Q2874209,avenue,https://www.saemes.fr/fr/parking/parking-gouraud,True,339,0,0,0,190,229.913.416,4.885.745.971,-1,-1,-1,-1,-1,7,https://wikidata.org/entity/Q259463,145484330,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75115-P-118,GENERAL BEURET,"31 ter rue du general beuret, 75015, Paris",rue du Général-Beuret,https://wikidata.org/entity/Q3452338,street,https://www.saemes.fr/fr/parking/parking-general-beuret,True,170,1,0,0,185,23.023.162,4.884.025.777,-1,-1,-1,-1,-1,15,https://wikidata.org/entity/Q191066,144829999,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75116-P-082,MOZART,"2 quater rue de la cure, 75016, Paris",rue de la Cure,https://wikidata.org/entity/Q3451408,street,https://www.saemes.fr/fr/parking/parking-mozart,True,161,0,0,0,190,226.866.284,4.885.372.239,-1,-1,-1,-1,-1,16,https://wikidata.org/entity/Q194420,144829999,True,-1,-1,-1,-1,-1,-1,-1,1204,-1,-1,-1,-1
75116-P-162,JEAN BOUIN,"17 rue nungesser et coli, 75016, Paris",rue Nungesser-et-Coli,https://wikidata.org/entity/Q3449332,street,https://www.saemes.fr/fr/parking/parking-jean-bouin,False,485,13,0,52,190,225.210.919,4.884.430.241,4,8,12,16,36,16,https://wikidata.org/entity/Q194420,146519018,True,159,1590,79.5,795,119.3,1193,55.7,557,11.3,0.35,0.7,12.6
75106-P-121,SAINTS PERES,"47 ter rue jacob, 75006, Paris",rue Jacob,https://wikidata.org/entity/Q3448385,street,https://fr.parkindigo.com/parking/paris-75006/saints-peres-75060300,True,460,0,0,0,190,233.236.355,488.560.091,-1,-1,-1,-1,-1,6,https://wikidata.org/entity/Q245546,145491855,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75117-P-065,PRONY,"37 ter rue de prony, 75017, Paris",rue de Prony,https://wikidata.org/entity/Q3450989,street,https://www.saemes.fr/fr/parking/parking-prony,True,172,0,0,0,190,230.582.921,4.888.158.487,-1,-1,-1,-1,-1,17,https://wikidata.org/entity/Q197297,144829999,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75109-P-018,MEYERBEER (OPERA),"2 ter rue de la chaussee d antin, 75009, Paris",rue de la Chaussée-d'Antin,https://wikidata.org/entity/Q1640681,street,https://www.sags.fr/parking-paris/paris-meyerbeer-opera.html,False,550,12,3,99,190,233.405.582,4.887.135.174,4.4,8.8,13.2,17.6,39.6,9,https://wikidata.org/entity/Q275118,186221858,True,300,3000,-1,-1,210,2100,105,1050,10,0.4,0.75,12.65
75114-P-019,MONTPARNASSE RASPAIL,"120 quater boulevard du montparnasse, 75014, Paris",boulevard du Montparnasse,https://wikidata.org/entity/Q2922078,boulevard,https://fr.parkindigo.com/parking/paris-75014/montparnasse-raspail-75140300,False,762,0,0,0,190,233.079.393,4.884.146.614,4.4,8.8,13.2,17.6,39.6,14,https://wikidata.org/entity/Q187153,145484330,False,230,2300,-1,-1,115,1150,80,800,10,0.35,0.7,13.5
75101-P-041,HARLAY (PONT NEUF),"40 bis quai des orfevres, 75001, Paris",quai des Orfèvres,https://wikidata.org/entity/Q3412725,quay,https://fr.parkindigo.com/parking/paris-75001/harlay-pont-neuf-75010300,False,736,7,0,0,190,23.427.859,4.885.566.488,4.8,9.6,14.4,19.2,43.2,1,https://wikidata.org/entity/Q161741,146339748,True,269,2797,-1,-1,134,1398,94,978,-1,-1,-1,-1
75106-P-055,SAINT GERMAIN DES PRES,"169 ter boulevard saint germain, 75006, Paris",boulevard Saint-Germain,https://wikidata.org/entity/Q533037,boulevard,https://fr.parkindigo.com/parking/paris-75006/saint-germain-des-pres-75060800,False,342,17,6,0,190,233.113.402,4.885.420.443,5.4,10.8,16.2,21.6,48.6,6,https://wikidata.org/entity/Q245546,145491855,True,338,3515,-1,-1,-1,-1,144,1497,-1,-1,-1,-1
75109-P-045,MONTHOLON,"3 m rue mayran, 75009, Paris",rue Mayran,https://wikidata.org/entity/Q3449136,street,https://fr.parkindigo.com/parking/paris-75009/montholon-75091600,False,423,9,3,8,190,234.595.065,4.887.687.366,4.4,8.8,13.2,17.6,39.6,9,https://wikidata.org/entity/Q275118,142853757,True,253,2631,126,1315,126,1315,88,920,10,0.4,0.8,13.5
75108-P-125,CHAMPS ELYSEES PIERRE CHARRON,"67 ter rue pierre charron, 75008, Paris",rue Pierre-Charron,https://wikidata.org/entity/Q3449508,street,https://fr.parkindigo.com/parking/paris-75008/pierre-charron-champs-elysees-75081900,False,398,8,9,0,195,230.459.026,4.887.021.579,5.4,10.8,16.2,21.6,48.6,8,https://wikidata.org/entity/Q270230,140740960,True,304,3161,152,1580,152,1580,106,1106,10,0.5,0.95,16.65
75105-P-070,GAY LUSSAC,"45 ter rue gay lussac, 75005, Paris",rue Gay-Lussac,https://wikidata.org/entity/Q3448100,street,https://www.saemes.fr/fr/parking/parking-gay-lussac,True,103,0,0,0,195,234.332.861,4.884.187.546,-1,-1,-1,-1,-1,5,https://wikidata.org/entity/Q238723,144829999,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75108-P-002,MALESHERBES ANJOU,"20 ter boulevard malesherbes, 75008, Paris",boulevard Malesherbes,https://wikidata.org/entity/Q2921874,boulevard,https://www.sags.fr/parking-paris/paris-malesherbes-anjou.html,False,859,12,18,110,190,232.170.183,4.887.250.966,5,10,15,20,45,8,https://wikidata.org/entity/Q270230,142650611,False,313,3130,156.5,1565,156.5,1565,109,1090,10,0.4,0.8,14.4
75110-P-126,RECOLLETS,"3 ter passage des recollets, 75010, Paris",passage des Récollets,https://wikidata.org/entity/Q3368130,crossing,https://www.saemes.fr/fr/parking/parking-recollets,True,100,0,0,0,200,235.911.877,4.887.418.354,-1,-1,-1,-1,-1,10,https://wikidata.org/entity/Q163948,144829999,True,185,1850,-1,-1,-1,-1,93,930,-1,-1,-1,-1
75112-P-127,LYON DIDEROT,"196 rue de  bercy, 75012, Paris",Rue de Bercy,https://wikidata.org/entity/Q3450576,street,https://www.effia.com/parking/parking-paris-gare-de-lyon-diderot-effia,False,305,6,5,0,190,237.216.992,4.884.468.165,5,9.8,14.4,18.8,38.2,12,https://wikidata.org/entity/Q171689,153176308,True,-1,-1,-1,-1,-1,-1,108.6,-1,-1,0.6,1.2,18.6
75112-P-017,PICPUS NATION,"65 m boulevard de picpus, 75012, Paris",boulevard de Picpus,https://wikidata.org/entity/Q2921991,boulevard,https://fr.parkindigo.com/parking/paris-75012/picpus-nation-75120100,False,914,16,2,0,190,239.914.441,4.884.715.454,3.6,7.2,10.8,14.4,32.4,12,https://wikidata.org/entity/Q171689,146286047,True,139,1445,69,722,69,722,48,505,10,0.35,0.65,11.25
75113-P-119,CHARLETY THOMIRE,"2 rue thomire, 75013, Paris",rue Thomire,https://wikidata.org/entity/Q3450148,street,https://www.saemes.fr/fr/parking/parking-charlety-thomire,True,883,26,0,0,190,234.815.367,4.881.978.937,-1,-1,-1,-1,-1,13,https://wikidata.org/entity/Q175129,144829999,True,102,1020,46,-1,-1,-1,41,410,-1,-1,-1,-1
75108-P-020,GEORGE V,"113 avenue des champs elysees, 75008, Paris",avenue des Champs-Élysées,https://wikidata.org/entity/Q550,avenue,https://fr.parkindigo.com/parking/paris-75008/george-v-75082400,False,1106,21,26,68,190,229.949.965,4.887.215.419,5.2,10.4,15.6,20.8,46.8,8,https://wikidata.org/entity/Q270230,147200268,True,270,2808,135,1404,135,1404,94,982,10,0.45,0.9,16.2
75112-P-129,BERCY SEINE VEHICULES LEGERS,"180 quai de bercy, 75012, Paris",quai de Bercy,https://wikidata.org/entity/Q3412678,quay,https://www.saemes.fr/fr/parking/parking-bercy-seine,False,300,14,2,10,190,238.083.038,4.883.505.677,4.1,8.2,12.3,16.4,36.9,12,https://wikidata.org/entity/Q171689,143074858,True,176,1760,-1,-1,88,880,70.4,704,18,0.35,0.7,12.6
75114-P-117,MAINE BASCH ALESIA,"204 ter avenue du maine, 75014, Paris",avenue du Maine,https://wikidata.org/entity/Q2874166,avenue,https://fr.parkindigo.com/parking/paris-75014/alesia-75140400,False,482,10,2,5,185,232.571.957,4.883.027.508,4.6,9.2,13.8,18.4,41.4,14,https://wikidata.org/entity/Q187153,143205699,True,212,2204,106,1102,106,1102,74,771,10,0.4,0.8,14.4
75117-P-079,PEREIRE,"211 m boulevard pereire, 75017, Paris",boulevard Pereire,https://wikidata.org/entity/Q2921894,boulevard,https://www.saemes.fr/fr/parking/parking-pereire,True,277,0,0,0,200,229.020.357,4.888.102.649,-1,-1,-1,-1,-1,17,https://wikidata.org/entity/Q197297,144829999,False,205,2050,-1,-1,-1,-1,-1,1262,-1,-1,-1,-1
75115-P-157,FREMICOURT,"13 ter rue fremicourt, 75015, Paris",rue Frémicourt,https://wikidata.org/entity/Q3448027,street,https://fr.parkindigo.com/parking/paris-75015/fremicourt-75150700,True,204,5,2,21,190,229.739.674,4.884.734.233,-1,-1,-1,-1,-1,15,https://wikidata.org/entity/Q191066,145484330,True,238,2475,119,1237,119,1237,83,866,10,-1,-1,-1
75105-P-050,SOUFFLOT,"18 m rue soufflot, 75005, Paris",rue Soufflot,https://wikidata.org/entity/Q3450080,street,https://fr.parkindigo.com/parking/paris-75005/soufflot-pantheon-75050100,False,689,13,6,8,190,234.241.862,4.884.708.752,4.8,9.6,14.4,19.2,43.2,5,https://wikidata.org/entity/Q238723,143261554,True,261,2714,130,1357,130,1357,91,949,10,0.45,0.85,14.85
75110-P-131,EURONORD LARIBOISIERE,"10 ter rue ambroise pare, 75010, Paris",rue Ambroise-Paré,https://wikidata.org/entity/Q1553727,street,https://fr.parkindigo.com/parking/paris-75010/euronord-lariboisiere-75100400,False,482,10,0,6,190,235.217.631,4.888.204.018,5,10,15,20,45,10,https://wikidata.org/entity/Q163948,141720265,True,229,2381,114,1190,114,1190,80,833,10,0.45,0.9,15.75
75116-P-138,VERSAILLES REYNAUD,"178 ter avenue de versailles, 75016, Paris",avenue de Versailles,https://wikidata.org/entity/Q2873964,avenue,https://fr.parkindigo.com/parking/paris-75016/versailles-reynaud-75160900,False,263,1,0,0,190,226.260.484,4.883.966.022,5.2,10.4,15.6,20.8,46.8,16,https://wikidata.org/entity/Q194420,145484330,True,228,2371,-1,-1,-1,-1,96,998,-1,-1,-1,-1
75107-P-063,SUFFREN,"8 ter place joffre, 75007, Paris",Place Joffre,https://wikidata.org/entity/Q100360629,place,https://fr.parkindigo.com,True,162,0,0,0,190,230.187.526,4.885.199.765,-1,-1,-1,-1,-1,7,https://wikidata.org/entity/Q259463,145484330,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75105-P-076,PATRIARCHES,"42 ter rue daubenton, 75005, Paris",rue Daubenton,https://wikidata.org/entity/Q3447621,street,https://fr.parkindigo.com/parking/paris-75005/patriarches-75050300,False,344,7,3,10,190,23.508.884,4.884.034.371,4.8,9.6,14.4,19.2,43.2,5,https://wikidata.org/entity/Q238723,143374353,True,306,3182,153,1591,153,1591,107,1113,10,0.45,0.85,14.85
75116-P-012,FOCH,"4 ter avenue foch, 75016, Paris",avenue Foch,https://wikidata.org/entity/Q790562,avenue,https://fr.parkindigo.com/parking/paris-75016/foch-75161300,False,2024,14,0,5,190,229.199.298,4.887.364.988,5,10,15,20,47.5,16,https://wikidata.org/entity/Q194420,141720260,True,328,3411,164,1705,164,1705,114,1193,10,0.8,1.2,16.55
75109-P-113,MILTON,"31 ter rue milton, 75009, Paris",Rue Milton,https://wikidata.org/entity/Q3449176,street,https://www.saemes.fr/fr/parking/parking-milton,True,99,0,0,0,190,234.197.019,4.887.905.983,-1,-1,-1,-1,-1,9,https://wikidata.org/entity/Q275118,144829999,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75117-P-072,MAIRIE DU 17 EME,"20 rue des batignolles, 75017, Paris",rue des Batignolles,https://wikidata.org/entity/Q3451664,street,https://www.saemes.fr/fr/parking/parking-mairie-du-17eme,False,323,7,2,55,180,232.145.852,4.888.469.716,4.3,8.6,12.9,17.2,38.7,17,https://wikidata.org/entity/Q197297,153043010,True,240,2400,-1,-1,-1,-1,96,960,18,0.4,0.8,13.5
75115-P-049,PORTE DE VERSAILLES,"40 ter boulevard victor, 75015, Paris",boulevard Victor,https://wikidata.org/entity/Q2921958,boulevard,https://www.sags.fr/parking-paris/paris-porte-de-versailles.html,False,474,10,4,10,190,228.540.134,4.883.364.524,4.7,9.4,14.1,18.8,51.7,15,https://wikidata.org/entity/Q191066,153684609,True,243,2430,121.5,1215,116.2,1162,85.05,850.5,10,0.4,0.8,17.6
75108-P-107,CHAMPS ELYSEES,"64 avenue des champs elysees, 75008, Paris",avenue des Champs-Élysées,https://wikidata.org/entity/Q550,avenue,https://fr.parkindigo.com/parking/paris-75008/champs-elysees-75080600,False,826,11,10,0,190,2.305.418,48.870.672,5.2,10.4,15.6,20.8,46.8,8,https://wikidata.org/entity/Q270230,145614079,True,281,2922,-1,-1,140,1461,98,1022,-1,-1,-1,-1
75117-P-004,VILLIERS,"14 ter avenue de villiers, 75017, Paris",avenue de Villiers,https://wikidata.org/entity/Q2873967,avenue,https://fr.parkindigo.com/parking/paris-75017/villiers-75171800,False,388,4,2,10,190,231.430.614,4.888.185.618,5,10,15,20,45,17,https://wikidata.org/entity/Q197297,141720271,True,343,3567,171,1783,171,1783,120,1248,10,0.45,0.9,15.75
75114-P-033,MAIRIE DU 14 EME,"1 ter rue charles divry, 75014, Paris",rue Charles-Divry,https://wikidata.org/entity/Q3447384,street,https://www.saemes.fr/fr/parking/parking-mairie-du-14eme,True,161,0,2,0,190,232.738.266,4.883.305.564,-1,-1,-1,-1,-1,14,https://wikidata.org/entity/Q187153,144829999,False,263,2630,131.5,1315,131.5,1315,-1,-1,-1,-1,-1,-1
75118-P-105,CARPEAUX,"5 ter rue carpeaux, 75018, Paris",rue Carpeaux,https://wikidata.org/entity/Q3447324,street,https://www.saemes.fr/fr/parking/parking-carpeaux,True,97,1,0,0,190,232.973.617,4.889.029.795,-1,-1,-1,-1,-1,18,https://wikidata.org/entity/Q200126,144829999,False,-1,-1,-1,-1,-1,-1,76,760,-1,-1,-1,-1
75107-P-075,CHAMPAGNY,"15 m rue casimir perier, 75007, Paris",rue Casimir-Perier,https://wikidata.org/entity/Q3447330,street,https://www.saemes.fr/fr/parking/parking-champagny,True,111,0,0,0,190,23.193.649,4.885.807.027,-1,-1,-1,-1,-1,7,https://wikidata.org/entity/Q259463,144829999,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75107-P-042,BAC MONTALEMBERT,"39 rue du bac, 75007, Paris",rue du Bac,https://wikidata.org/entity/Q1470209,street,https://www.saemes.fr/fr/parking/parking-bac-montalembert,False,417,9,3,0,190,232.697.691,4.885.659.157,4.6,9.2,13.8,18.4,41.4,7,https://wikidata.org/entity/Q259463,142221566,True,380,3800,-1,-1,190,1900,133,1330,10,0.4,0.8,14.4
75102-P-048,BOURSE,"12 quater place de la bourse, 75002, Paris",place de la Bourse,https://wikidata.org/entity/Q3390344,place,https://www.sags.fr/parking-paris/paris-bourse.html,False,899,3,3,0,190,234.077.428,4.886.963.785,4.8,9.6,14.4,19.2,43.2,2,https://wikidata.org/entity/Q209549,186222327,False,380,3800,-1,-1,266,2660,133,1330,10,0.4,0.8,14.4
75116-P-053,PLACE VICTOR HUGO,"76 ter avenue victor hugo, 75016, Paris",avenue Victor-Hugo,https://wikidata.org/entity/Q790581,avenue,https://fr.parkindigo.com/parking/paris-75016/place-victor-hugo-75160400,False,530,6,6,5,190,228.454.072,4.886.938.969,5,10,15,20,45,16,https://wikidata.org/entity/Q194420,141720260,True,348,3619,174,1809,174,1809,121,1266,10,0.45,0.9,15.75
75106-P-086,MARCHE SAINT GERMAIN,"2 ter rue lobineau, 75006, Paris",rue Lobineau,https://wikidata.org/entity/Q3448884,street,https://www.saemes.fr/fr/parking/parking-marche-saint-germain,True,113,0,0,0,190,23.366.929,4.885.179.163,-1,-1,-1,-1,-1,6,https://wikidata.org/entity/Q245546,144829999,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75113-P-150,BORDS DE SEINE FREYSSINET (RIVE GAUCHE),"25 ter rue abel gance, 75013, Paris",rue Abel-Gance,https://wikidata.org/entity/Q2388073,street,https://fr.parkindigo.com/parking/paris-75013/bords-de-seine-freyssinet-75131000,False,390,10,3,16,190,23.730.091,4.883.515.677,4.2,8.4,12.6,16.8,37.8,13,https://wikidata.org/entity/Q175129,144066050,True,248,2579,124,1289,124,1289,86,902,10,0.4,0.75,13.05
75118-P-068,FIRMIN GEMIER,"5 ter rue firmin gemier, 75018, Paris",rue Firmin-Gémier,https://wikidata.org/entity/Q2415506,street,https://www.sags.fr/parking-paris/paris-firmin-gemier.html,True,127,0,0,0,195,23.301.107,4.889.477.662,-1,-1,-1,-1,-1,18,https://wikidata.org/entity/Q200126,-1,False,200,2000,-1,-1,130,1300,70,700,10,-1,-1,-1
75113-P-152,CITE DE LA MODE AUSTERLITZ (RIVE GAUCHE),"29 ter quai d austerlitz, 75013, Paris",quai d'Austerlitz,https://wikidata.org/entity/Q2413436,quay,https://fr.parkindigo.com/parking/paris-75013/cite-de-la-mode-austerlitz-75130900,False,345,7,4,16,190,237.111.402,4.883.941.726,4.2,8.4,12.6,16.8,37.8,13,https://wikidata.org/entity/Q175129,144066050,True,248,2579,124,1289,124,1289,86,902,10,0.4,0.75,13.05
75106-P-160,SAINT GERMAIN (GARAGE),"169 ter boulevard saint germain, 75006, Paris",boulevard Saint-Germain,https://wikidata.org/entity/Q533037,boulevard,https://fr.parkindigo.com/parking/paris-75000/garage-saint-germain-des-pres-75061300,True,282,0,0,0,190,233.113.826,4.885.421.111,-1,-1,-1,-1,-1,6,https://wikidata.org/entity/Q245546,145491855,True,343,3567,171,1783,171,1783,-1,-1,10,-1,-1,-1
75117-P-154,CARDINET,"149 ter rue cardinet, 75017, Paris",rue Cardinet,https://wikidata.org/entity/Q3447318,street,https://www.sags.fr/parking-paris/-cardinet.html,True,599,12,9,24,195,231.692.093,4.889.006.559,-1,-1,-1,-1,-1,17,https://wikidata.org/entity/Q197297,186220768,True,250,2500,-1,-1,175,1750,87.5,875,10,-1,-1,-1
75116-P-043,PORTE DE SAINT CLOUD,"10 avenue de la porte de saint cloud, 75016, Paris",avenue de la Porte-de-Saint-Cloud,https://wikidata.org/entity/Q2874036,avenue,https://fr.parkindigo.com/parking/paris-75016/porte-de-saint-cloud-75161400,False,1119,28,3,21,190,225.373.418,488.387.931,4.4,8.8,13.2,17.6,39.6,16,https://wikidata.org/entity/Q194420,146512868,True,190,1976,95,988,95,988,66,686,10,0.4,0.8,13.5
75103-P-044,SAINT MARTIN,"245 ter rue saint martin, 75003, Paris",rue Saint-Martin,https://wikidata.org/entity/Q1478999,street,https://fr.parkindigo.com/parking/paris-75003/saint-martin-75030100,False,545,4,0,0,190,235.360.268,4.886.588.384,5.2,10.4,15.6,20.8,46.8,3,https://wikidata.org/entity/Q223140,141720265,True,327,3400,-1,-1,-1,-1,134,1393,-1,-1,-1,-1
75117-P-001,AMPERE,"93 ter rue ampere, 75017, Paris",rue Ampère,https://wikidata.org/entity/Q3446925,street,https://fr.parkindigo.com,True,204,0,0,0,190,229.855.692,4.888.530.074,-1,-1,-1,-1,-1,17,https://wikidata.org/entity/Q197297,141720271,False,325,3250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
75113-P-120,CHARLETY COUBERTIN,"27 ter avenue pierre de coubertin, 75013, Paris",avenue Pierre-de-Coubertin,https://wikidata.org/entity/Q2873811,avenue,https://www.saemes.fr/fr/parking/parking-charlety-coubertin,False,407,5,2,22,185,234.427.348,4.881.733.316,4.1,8.2,12.3,16.4,36.9,13,https://wikidata.org/entity/Q175129,145652561,True,129,1380,-1,-1,64.5,690,52,552,18,0.35,0.7,12.6
75104-P-025,LOBAU,"2 quater rue de lobau, 75004, Paris",rue de Lobau,https://wikidata.org/entity/Q3450821,street,https://www.sags.fr/parking-paris/paris-lobau.html,False,788,18,235,119,190,235.340.985,4.885.610.166,4.6,9.2,13.8,18.4,41.4,4,https://wikidata.org/entity/Q230127,142778853,True,275,2750,137.5,1375,179,1790,96.25,962.5,10,0.4,0.8,14.4
75114-P-051,PORTE D ORLEANS,"8 avenue de la porte d orleans, 75014, Paris",avenue de la Porte-d'Orléans,https://wikidata.org/entity/Q2874017,avenue,https://www.saemes.fr/fr/parking/parking-porte-dorleans,False,665,13,2,27,185,232.584.893,488.205.466,4,8,12,16,36,14,https://wikidata.org/entity/Q187153,140520920,True,155,1550,-1,-1,77.5,775,54,542,10,0.35,0.7,12.6
75108-P-061,ROND POINT DES CHAMPS ELYSEES,"2 m rond point des champs elysees marcel dassault, 75008, Paris",rond-point des Champs-Élysées-Marcel-Dassault,https://wikidata.org/entity/Q3441676,roundabout,https://fr.parkindigo.com/parking/paris-75008/rond-point-des-champs-elysees-75080400,False,561,12,0,10,190,231.102.051,4.886.932.976,5.4,10.8,16.2,21.6,48.6,8,https://wikidata.org/entity/Q270230,142250483,True,281,2922,140,1461,140,1461,98,1022,10,0.5,0.95,16.65
75107-P-155,SEVRES BABYLONE,"1 bis rue de babylone, 75007, Paris",rue de Babylone,https://wikidata.org/entity/Q3450552,street,https://fr.parkindigo.com/parking/paris-75007/sevres-babylone-75071100,False,866,18,7,40,190,232.495.873,488.515.934,4.8,9.6,14.4,19.2,43.2,7,https://wikidata.org/entity/Q259463,145484330,True,311,3234,155,1617,155,1617,108,1131,10,0.45,0.85,14.85
